hhid,hv001,hv002,hv005,hv009,hv024,hv025,hv201,hv205,hv206,hv270,hv271,serv_1,serv_2,serv_3,sat_1,sat_2,sat_3,ctx_infra_index,y_wellbeing
0055 024,55,24,1010509,6,1,1,31,12,1,1,-104892,4,4,4,3,3,3,-0.77,2.343
0055 025,55,25,993031,7,1,1,11,22,1,2,-67372,4,4,3,4,4,5,-0.77,4.566
0056 001,56,1,957372,2,1,1,32,21,1,4,95149,4,4,5,4,4,4,0.853,3.985
0056 002,56,2,1145927,5,1,1,21,12,0,3,22136,5,5,4,4,4,4,0.853,2.933
0056 003,56,3,992555,2,1,1,31,22,0,3,4734,4,3,4,3,4,3,0.853,4.813
0056 004,56,4,974393,3,1,1,32,11,1,4,52664,4,4,5,5,5,4,0.853,3.569
0056 005,56,5,756441,5,1,1,11,21,1,5,112049,4,4,4,4,4,3,0.853,4.807
0056 006,56,6,1083841,4,1,1,31,21,0,3,11252,3,3,3,4,4,4,0.853,1.449
0056 007,56,7,1083961,2,1,1,11,31,1,3,19752,5,5,4,3,4,3,0.853,3.474
0056 008,56,8,857886,7,1,1,11,12,1,5,112227,4,5,5,3,4,4,0.853,3.747
0056 009,56,9,955058,5,1,1,21,22,1,3,-4051,3,3,4,2,3,4,0.853,2.819
0056 010,56,10,1032821,7,1,1,11,22,0,3,-12166,3,3,3,2,2,2,0.853,4.152
0056 011,56,11,984198,6,1,1,12,12,0,4,36740,4,4,3,3,3,3,0.853,3.192
0056 012,56,12,1168188,4,1,1,21,22,1,4,77040,4,3,4,4,4,4,0.853,3.83
0056 013,56,13,879222,4,1,1,12,11,0,1,-104684,4,4,4,3,3,2,0.853,3.455
0056 014,56,14,908529,5,1,1,31,12,0,3,-6754,3,3,4,4,4,4,0.853,3.421
0056 015,56,15,1003224,9,1,1,12,11,0,4,42724,5,3,3,3,3,3,0.853,2.896
0056 016,56,16,1052010,6,1,1,13,21,1,3,-4588,2,2,2,3,2,3,0.853,2.635
0056 017,56,17,1103191,3,1,1,32,12,1,3,-1402,5,4,5,3,3,4,0.853,4.113
0056 018,56,18,998474,9,1,1,13,22,1,3,4377,4,3,4,3,3,3,0.853,1.899
0056 019,56,19,786193,5,1,1,31,22,0,4,64561,3,3,3,3,4,4,0.853,4.959
0056 020,56,20,1010551,6,1,1,31,12,0,4,85150,2,4,4,4,4,4,0.853,4.092
0056 021,56,21,902306,7,1,1,12,21,0,3,-13462,3,3,3,3,3,3,0.853,1.739
0056 022,56,22,1047722,6,1,1,31,21,1,4,72931,4,5,4,5,4,5,0.853,5.011
0056 023,56,23,916630,4,1,1,32,11,1,5,128434,4,4,4,4,4,4,0.853,4.946
0056 024,56,24,1119183,3,1,1,11,12,1,4,79024,5,3,4,4,3,3,0.853,4.078
0056 025,56,25,1078625,1,1,1,32,22,1,4,61736,3,4,4,3,3,4,0.853,3.879
0057 001,57,1,889397,2,1,1,31,12,1,3,-11008,4,4,4,2,3,3,0.536,3.008
0057 002,57,2,1147829,5,1,1,12,12,0,4,30176,3,4,3,3,3,4,0.536,3.141
0057 003,57,3,844206,6,1,1,12,12,1,5,158751,3,4,3,3,4,3,0.536,2.894
0057 004,57,4,791599,4,1,1,31,22,0,2,-60354,3,3,4,2,2,2,0.536,4.869
0057 005,57,5,1090348,4,1,1,32,12,0,5,117365,4,3,3,3,3,3,0.536,2.653
0057 006,57,6,865322,8,1,1,32,12,1,4,35854,5,4,4,4,3,4,0.536,2.863
0057 007,57,7,1073857,3,1,1,31,22,1,4,50331,5,4,3,3,4,2,0.536,2.07
0057 008,57,8,1139354,3,1,1,13,21,0,4,45432,3,3,3,3,4,4,0.536,3.418
0057 009,57,9,927067,4,1,1,32,22,1,4,56521,4,3,3,4,4,3,0.536,2.986
0057 010,57,10,950463,6,1,1,32,11,1,3,-22080,4,4,4,4,3,3,0.536,3.43
0057 011,57,11,865014,5,1,1,32,12,1,4,55633,4,5,5,4,4,4,0.536,3.199
0057 012,57,12,1070676,4,1,1,21,21,1,4,54701,4,4,3,4,4,4,0.536,3.505
0057 013,57,13,968072,5,1,1,12,22,1,1,-135303,5,4,3,3,3,4,0.536,0.951
0057 014,57,14,1148281,3,1,1,21,12,0,4,68189,3,3,3,3,3,3,0.536,3.938
0057 015,57,15,954597,2,1,1,31,21,1,3,-4444,3,3,3,3,3,2,0.536,3.243
0057 016,57,16,942186,4,1,1,31,31,1,5,188050,3,3,3,3,2,3,0.536,1.799
0057 017,57,17,1078942,4,1,1,11,12,1,4,98304,5,5,4,4,3,4,0.536,2.595
0057 018,57,18,1136491,7,1,1,13,12,0,3,11750,5,4,4,4,4,4,0.536,0.99
0057 019,57,19,899726,4,1,1,21,22,1,4,94269,4,4,3,3,3,3,0.536,3.868
0057 020,57,20,1052401,6,1,1,21,21,0,2,-99305,4,4,4,3,3,3,0.536,3.413
0057 021,57,21,997981,3,1,1,32,11,1,5,190425,4,4,4,5,4,5,0.536,3.941
0057 022,57,22,1013628,6,1,1,11,22,0,3,-5942,3,3,4,3,3,3,0.536,3.471
0057 023,57,23,1034470,9,1,1,21,21,1,5,177071,5,4,4,4,4,4,0.536,3.07
0057 024,57,24,1019497,3,1,1,13,31,1,4,62944,5,4,3,4,5,4,0.536,4.128
0057 025,57,25,885326,5,1,1,21,21,0,5,123355,3,4,2,3,4,4,0.536,3.585
0058 001,58,1,972643,5,1,1,32,12,0,1,-213732,3,2,3,3,3,3,0.397,4.05
0058 002,58,2,994008,8,1,1,31,11,0,2,-88302,4,4,5,3,3,3,0.397,1.587
0058 003,58,3,941313,6,1,1,12,21,0,2,-39523,4,4,4,3,4,3,0.397,3.977
0058 004,58,4,920725,6,1,1,11,21,0,4,82800,4,3,4,3,4,3,0.397,3.257
0058 005,58,5,926711,6,1,1,21,21,0,4,66162,3,3,3,4,4,4,0.397,4.232
0058 006,58,6,999566,9,1,1,11,12,0,2,-78449,3,4,3,4,3,4,0.397,4.271
0058 007,58,7,1007809,4,1,1,12,21,1,5,139389,4,4,4,2,2,2,0.397,4.65
0058 008,58,8,1140015,8,1,1,12,12,1,3,-29163,5,4,4,3,3,4,0.397,5.832
0058 009,58,9,937329,3,1,1,32,21,1,2,-84415,3,3,4,3,3,3,0.397,3.416
0058 010,58,10,1138767,7,1,1,32,12,1,2,-87413,5,5,5,2,3,3,0.397,4.553
0058 011,58,11,1067655,4,1,1,21,22,1,5,168796,4,4,4,4,4,3,0.397,5.829
0058 012,58,12,1003151,5,1,1,13,12,1,5,101403,4,4,3,5,4,4,0.397,3.478
0058 013,58,13,883291,2,1,1,21,22,1,4,61534,4,4,4,4,4,3,0.397,4.425
0058 014,58,14,915305,6,1,1,21,11,1,4,80525,4,4,4,4,4,3,0.397,3.988
0058 015,58,15,1001974,6,1,1,21,12,1,4,83849,4,4,3,3,3,4,0.397,2.84
0058 016,58,16,933274,3,1,1,31,31,1,4,47870,4,4,4,3,4,3,0.397,2.125
0058 017,58,17,966339,7,1,1,12,31,1,3,28425,3,4,3,2,3,3,0.397,2.225
0058 018,58,18,961011,3,1,1,12,22,0,1,-197511,3,3,3,3,3,3,0.397,3.927
0058 019,58,19,1167440,4,1,1,12,12,0,4,67890,4,4,4,4,3,3,0.397,5.8
0058 020,58,20,1039951,6,1,1,11,31,1,2,-30725,3,4,4,4,3,3,0.397,3.333
0058 021,58,21,710332,4,1,1,13,22,0,3,14547,4,4,4,4,4,3,0.397,3.423
0058 022,58,22,905953,4,1,1,31,31,1,5,132678,3,4,4,3,2,3,0.397,4.123
0058 023,58,23,881455,1,1,1,32,22,0,4,89336,4,3,3,5,4,4,0.397,5.356
0058 024,58,24,1033965,6,1,1,11,31,0,2,-74877,4,4,3,4,4,4,0.397,4.44
0058 025,58,25,996806,8,1,1,12,11,1,5,178425,4,5,5,4,4,4,0.397,3.294
0059 001,59,1,1039191,7,1,1,31,12,0,1,-130854,4,4,4,4,4,4,-0.857,4.887
0059 002,59,2,1014880,8,1,1,13,12,0,1,-104019,3,3,4,2,3,2,-0.857,2.847
0059 003,59,3,827815,2,1,1,32,22,0,4,51990,3,3,3,3,3,4,-0.857,3.337
0059 004,59,4,1132949,10,1,1,11,22,0,3,-23825,3,3,3,2,2,3,-0.857,3.88
0059 005,59,5,1007304,3,1,1,31,12,1,5,115340,3,4,3,3,4,4,-0.857,2.725
0059 006,59,6,1139780,2,1,1,11,11,0,2,-85985,3,2,3,2,2,2,-0.857,2.083
0059 007,59,7,1017031,6,1,1,31,21,0,3,-11400,2,1,2,2,1,2,-0.857,2.541
0059 008,59,8,859826,4,1,1,13,21,0,1,-119884,3,3,3,3,2,3,-0.857,3.029
0059 009,59,9,864615,7,1,1,32,11,0,2,-88565,4,4,4,3,4,4,-0.857,3.561
0059 010,59,10,873517,8,1,1,11,12,0,1,-142550,4,4,4,4,4,4,-0.857,4.874
0059 011,59,11,1013037,3,1,1,31,31,0,3,-11578,3,3,3,3,3,4,-0.857,2.196
0059 012,59,12,1096616,5,1,1,21,12,1,4,38852,4,4,4,3,3,3,-0.857,3.145
0059 013,59,13,839430,4,1,1,31,22,0,3,-29527,3,3,3,4,4,4,-0.857,4.665
0059 014,59,14,1024650,3,1,1,31,11,1,5,152249,3,3,3,3,4,3,-0.857,2.836
0059 015,59,15,851342,3,1,1,31,11,0,1,-236820,3,3,4,1,2,2,-0.857,2.717
0059 016,59,16,1013436,4,1,1,21,11,1,3,2517,3,3,3,4,3,4,-0.857,2.885
0059 017,59,17,1198415,3,1,1,11,11,0,3,-1641,4,4,4,5,4,4,-0.857,2.818
0059 018,59,18,1197258,3,1,1,11,21,0,2,-86223,2,3,3,2,1,3,-0.857,3.604
0059 019,59,19,821109,4,1,1,21,11,0,2,-90361,3,3,4,3,3,3,-0.857,5.257
0059 020,59,20,1278599,6,1,1,11,21,1,5,195524,4,4,4,4,3,3,-0.857,5.513
0059 021,59,21,996288,3,1,1,12,12,0,3,23291,5,4,4,3,2,4,-0.857,3.618
0059 022,59,22,1064961,6,1,1,12,11,0,3,-1360,3,3,3,4,4,5,-0.857,4.252
0059 023,59,23,842272,6,1,1,12,11,0,1,-177920,4,3,3,3,3,3,-0.857,3.604
0059 024,59,24,1004940,4,1,1,13,22,0,2,-95846,3,2,3,3,2,3,-0.857,2.355
0059 025,59,25,1114056,7,1,1,11,11,0,1,-182766,3,3,4,3,3,2,-0.857,1.989
0060 001,60,1,796673,5,1,1,31,12,0,3,9125,3,3,2,3,3,3,-0.599,1.63
0060 002,60,2,999378,10,1,1,12,12,1,4,64043,5,4,4,4,4,4,-0.599,3.177
0060 003,60,3,1034680,5,1,1,13,31,1,3,-14894,3,2,2,2,3,2,-0.599,0.789
0060 004,60,4,909049,7,1,1,31,22,0,3,-9050,3,3,3,4,4,3,-0.599,3.489
0060 005,60,5,1021712,2,1,1,21,31,1,5,174253,4,4,4,2,2,4,-0.599,3.764
0060 006,60,6,1230962,3,1,1,12,21,0,1,-138529,4,4,4,2,2,3,-0.599,0.844
0060 007,60,7,896153,5,1,1,32,12,1,4,68247,3,3,4,4,4,4,-0.599,3.029
0060 008,60,8,982517,4,1,1,21,12,0,2,-51217,4,4,4,3,3,3,-0.599,2.602
0060 009,60,9,961590,3,1,1,31,11,0,2,-99994,4,4,3,3,3,3,-0.599,2.497
0060 010,60,10,979372,2,1,1,32,21,0,1,-121688,2,2,3,2,3,3,-0.599,2.214
0060 011,60,11,1039025,4,1,1,31,31,1,4,50359,3,4,3,3,4,3,-0.599,2.917
0060 012,60,12,707176,8,1,1,12,21,0,1,-173770,2,3,2,3,2,2,-0.599,4.351
0060 013,60,13,1323254,3,1,1,31,11,1,5,101107,4,4,3,5,5,5,-0.599,2.19
0060 014,60,14,881841,5,1,1,12,22,1,3,25225,3,3,4,3,4,3,-0.599,4.172
0060 015,60,15,956457,4,1,1,31,12,0,3,-20283,3,4,3,3,3,3,-0.599,1.722
0060 016,60,16,1021898,4,1,1,31,11,0,2,-90163,3,4,3,3,4,4,-0.599,3.096
0060 017,60,17,1078698,3,1,1,11,22,0,2,-87382,3,2,3,3,3,3,-0.599,1.844
0060 018,60,18,996137,6,1,1,11,22,0,3,-27184,2,3,3,2,2,3,-0.599,0.829
0060 019,60,19,1018847,3,1,1,32,12,1,2,-62796,3,3,4,3,3,3,-0.599,0.873
0060 020,60,20,1140363,4,1,1,13,21,0,2,-56232,3,3,3,3,2,3,-0.599,4.37
0060 021,60,21,1097408,3,1,1,32,22,0,1,-145733,2,3,2,2,3,3,-0.599,3.4
0060 022,60,22,1028775,6,1,1,13,12,1,1,-111684,3,4,3,1,3,3,-0.599,0.87
0060 023,60,23,1256428,3,1,1,31,12,0,2,-72445,3,2,2,2,2,2,-0.599,0.631
0060 024,60,24,1034394,8,1,1,21,11,1,4,68515,2,2,2,3,2,2,-0.599,1.254
0060 025,60,25,870693,3,1,1,21,21,0,3,-11150,2,2,2,2,3,2,-0.599,2.84
